İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Takas,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Balkon Sayısı,İpotek Durumu,Kira Getirisi,Fiyat Durumu, İlan Oluşturma Tarihi,Türü,Tipi,WC Metrekare,Aidat,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Balkon Metrekare,Banyo Metrekare,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Balkon Durumu,Balkon Tipi,Görüntülü Gezilebilir Mi?,WC Sayısı,Konum,Fiyat
14270114,19 Kasım 2023,Satılık,210 M2,3+2,Villa Tipi,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,18 Kasım 2023,Konut,Daire,,,280 M2,5-10,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,10799000
14270112,19 Kasım 2023,Satılık,100 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,18 Kasım 2023,Konut,Daire,,,110 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,1499000
14270111,19 Kasım 2023,Satılık,75 M2,1+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,18 Kasım 2023,Konut,Daire,,,85 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,1049000
14269793,19 Kasım 2023,Satılık,299 M2,1 Oda,,Doğalgaz Sobalı,Krediye Uygun Değil,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,18 Kasım 2023,Konut,Bina,,,300 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,,,,,,, Osmangazi,3500000
14269791,19 Kasım 2023,Satılık,399 M2,1 Oda,,Doğalgaz Sobalı,Krediye Uygun Değil,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,18 Kasım 2023,Konut,Bina,,,400 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,,,,,,, Yıldırım,3500000
14269666,18 Kasım 2023,Satılık,100 M2,2+1,2.Kat,Doğalgaz Sobalı,Krediye Uygun Değil,Betonarme,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat,18 Kasım 2023,Konut,Daire,,,105 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Müstakil Tapulu,Boş,Yok,,Hayır ,1, Osmangazi,1280000
14269550,19 Kasım 2023,Satılık,120 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,140 M2,4,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Gemlik,2600000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14269480,17 Kasım 2023,Satılık,85 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,10000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,80 TL,95 M2,5-10,4,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,,Var ,,,, Osmangazi,1565000
14269477,18 Kasım 2023,Satılık,135 M2,3+1,5.Kat,Kombi Doğalgaz,Bilinmiyor,,,İkinci El,Hayır,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,145 M2,16-20,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,Hayır ,2, Mudanya,2500000
14269185,19 Kasım 2023,Satılık,399 M2,1 Oda,,Doğalgaz Sobalı,Krediye Uygun Değil,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Bina,,,400 M2,21 Ve Üzeri,1,Boş,,,Bilinmiyor,,,,,,, Osmangazi,2400000
14269184,19 Kasım 2023,Satılık,140 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,145 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,1250000
14269182,17 Kasım 2023,Satılık,80 M2,2+1,2.Kat,Doğalgaz Sobalı,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,85 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,,Boş,,,,, Yıldırım,850000
14269157,19 Kasım 2023,Satılık,50 M2,2+1,,Sobalı,KREDIYE UYGUN,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Müstakil Ev,,,60 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Gemlik,1750000
14269137,19 Kasım 2023,Satılık,119 M2,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Hayır,Yok ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Bina,,,120 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,,,,,,, Osmangazi,3500000
14269135,17 Kasım 2023,Satılık,75 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,80 M2,4,5,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2200000
14269099,23 Kasım 2023,Satılık,125 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,2,2,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,130 M2,0 (Yeni),3,Boş,,,,,,Var,Açık Balkon ,,, Gemlik,2100000
14269091,25 Kasım 2023,Satılık,125 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,10,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Gemlik,1625000
14269091,25 Kasım 2023,Satılık,125 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,10,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Gemlik,1625000
14269036,25 Kasım 2023,Satılık,85 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,100 M2,5-10,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Gemlik,1750000
14268895,24 Kasım 2023,Satılık,130 M2,6+3,,Doğalgaz Sobalı,KREDIYE UYGUN,,Yok,,Hayır,3,,,,Genel Fiyat ,17 Kasım 2023,Konut,Müstakil Ev,,,141 M2,21 Ve Üzeri,3,Kiracı Oturuyor,,,,Müstakil Tapulu,,Var ,,,, Osmangazi,2250000
14268777,17 Kasım 2023,Satılık,110 M2,3+1,4.Kat,Kombi Doğalgaz,Bilinmiyor,,Yok,,Hayır,1,2,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Boş,Var,"Açık Balkon, Kapalı Balkon ",,, Yıldırım,1490000
14268728,19 Kasım 2023,Satılık,75 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,85 M2,16-20,5,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Gemlik,2450000
14268302,19 Kasım 2023,Satılık,115 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,139 M2,11-15,4,Boş,,,,,,Var ,,,, Nilüfer,2835000
14268302,19 Kasım 2023,Satılık,115 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,139 M2,11-15,4,Boş,,,,,,Var ,,,, Nilüfer,2835000
14268139,17 Kasım 2023,Satılık,117 M2,4+1,,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,2 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Müstakil Ev,,,130 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,Bilinmiyor,Müstakil Tapulu,Boş,,,,, Osmangazi,3000000
14268080,17 Kasım 2023,Satılık,75 M2,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,95 M2,0 (Yeni),2,Boş,,,Bilinmiyor,,Boş,,,,, Osmangazi,1899000
14268046,25 Kasım 2023,Satılık,140 M2,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,2,2,Yok,,Genel Fiyat,17 Kasım 2023,Konut,Daire,,,145 M2,5-10,7,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Açık Balkon,Evet ,1, Nilüfer,4100000
14268020,17 Kasım 2023,Satılık,70 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,80 M2,5-10,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,1375000
14267962,19 Kasım 2023,Satılık,65 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,3,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1275000
14267959,17 Kasım 2023,Satılık,50 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,60 M2,1,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1325000
14267902,17 Kasım 2023,Satılık,140 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,160 M2,5-10,5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,4850000
14267836,25 Kasım 2023,Satılık,200 M2,3+1,,Kombi Doğalgaz,KREDIYE UYGUN,Betonarme,Yok,İkinci El,Evet,2,2,Yok,,Genel Fiyat,17 Kasım 2023,Konut,Villa,,,210 M2,16-20,3,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Açık Balkon,Evet ,1, Nilüfer,3650000
14267790,17 Kasım 2023,Satılık,75 M2,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,111 M2,0 (Yeni),8,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,2500000
14267789,17 Kasım 2023,Satılık,90 M2,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,115 M2,3,9,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,3100000
14267781,17 Kasım 2023,Satılık,95 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,105 M2,5-10,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,,Hayır ,1, Nilüfer,1499000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14267727,17 Kasım 2023,Satılık,50 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,Sıfır,Evet,1,1,Yok,12000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,60 M2,0 (Yeni),5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,,Hayır ,1, Nilüfer,1600000
14267711,17 Kasım 2023,Satılık,120 M2,3+1,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),Krediye Uygun,Betonarme,Yok,İkinci El,Evet,2,2,Var,19000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,10 M2,700 TL,145 M2,5-10,6,Mülk Sahibi Oturuyor,22 M2,10 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Kapalı Balkon,Evet ,2, Yıldırım,3550000
14267579,17 Kasım 2023,Satılık,50 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1,1,Yok,12000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,60 M2,3,5,Boş,,,,Kat Mülkiyeti,Eşyalı,Var,,,1 , Nilüfer,1590000
14267473,17 Kasım 2023,Satılık,135 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2,2,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,145 M2,11-15,5,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,,Hayır ,2, Nilüfer,1950000
14267437,17 Kasım 2023,Satılık,240 M2,6+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,3 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,260 M2,16-20,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,3650000
14267327,25 Kasım 2023,Satılık,66 M2,2+1,5.Kat,Isıtma Yok,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,1,Yok,7000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,75 M2,21 Ve Üzeri,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,,1, Orhangazi,779000
14267321,20 Kasım 2023,Satılık,70 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1,1,Yok,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,90 M2,5-10,4,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Boş,Var,,Hayır ,1, Osmangazi,1690000
14267248,17 Kasım 2023,Satılık,100 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,110 M2,21 Ve Üzeri,5,Boş,,,Bilinmiyor,,Boş,,,,, İnegöl,1375000
14267195,25 Kasım 2023,Satılık,70 M2,4+1,,Elektrikli Radyatör,KREDIYE UYGUN,Kagir,Yok,İkinci El,Hayır,1,1,,,Genel Fiyat ,17 Kasım 2023,Konut,Müstakil Ev,,1 TL,73 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,Müstakil Tapulu,Boş,Var,,,1 , Yıldırım,5750000
14267064,17 Kasım 2023,Satılık,45 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1,1,Yok,10000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,55 M2,5-10,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,Açık Balkon,Hayır ,1, Nilüfer,1350000
14266800,24 Kasım 2023,Satılık,110 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,,Birim Fiyat ,17 Kasım 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,,,,,,, Yıldırım,2150000
14266574,17 Kasım 2023,Satılık,90 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1,2,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,50 TL,95 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,,Var,,Hayır ,1, Mudanya,1560000
14266514,25 Kasım 2023,Satılık,100 M2,2+1,11.Kat,Merkezi (Pay Ölçer),Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,2,3,Yok,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,500 TL,130 M2,5-10,15,Kiracı Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,,Var,,Hayır ,3, Yıldırım,2850000
14266461,19 Kasım 2023,Satılık,80 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,90 M2,1,3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2250000
14266458,19 Kasım 2023,Satılık,90 M2,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,100 M2,0 (Yeni),7,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,3250000
14266358,17 Kasım 2023,Satılık,90 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,,Hayır,1,,Yok,10000 TL,Genel Fiyat,17 Kasım 2023,Konut,Daire,,50 TL,97 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,15 M2,Yatırıma Uygun,Kat Mülkiyeti,,Yok,,Hayır ,, Yıldırım,1280000
14266252,17 Kasım 2023,Satılık,50 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,Sıfır,Hayır,1,,Yok,12000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,60 M2,1,5,Boş,,,,Kat Mülkiyeti,Eşyalı,Yok,,Hayır ,1, Nilüfer,1750000
14266239,24 Kasım 2023,Satılık,145 M2,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,1000 TL,168 M2,0 (Yeni),5,Boş,,,,Kat İrtifakı,,Var ,,,, Nilüfer,3650000
14265548,19 Kasım 2023,Satılık,55 M2,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,68 M2,5-10,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,950000
14265340,17 Kasım 2023,Satılık,90 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,5,Boş,,,Bilinmiyor,,Boş,,,,, Osmangazi,1270000
14265281,17 Kasım 2023,Satılık,70 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,85 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1650000
14265195,17 Kasım 2023,Satılık,57 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Var,İkinci El,Evet,1,1,Yok,10000 TL,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,250 TL,70 M2,5-10,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Eşyalı,Var,Açık Balkon,Hayır ,1, Nilüfer,1500000
14264988,17 Kasım 2023,Satılık,60 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,4,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1439000
14264987,17 Kasım 2023,Satılık,60 M2,1+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,1,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1379000
14264974,17 Kasım 2023,Satılık,60 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,1365000
14264972,17 Kasım 2023,Satılık,85 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,90 M2,3,6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1525000
14264966,17 Kasım 2023,Satılık,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,85 M2,2,3,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,1300000
14264956,17 Kasım 2023,Satılık,100 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,110 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1419000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14264950,17 Kasım 2023,Satılık,70 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,75 M2,0 (Yeni),7,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1700000
14264946,17 Kasım 2023,Satılık,60 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,65 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1229000
14264943,17 Kasım 2023,Satılık,70 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,75 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1369000
14264940,17 Kasım 2023,Satılık,65 M2,2+0,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1079000
14264938,17 Kasım 2023,Satılık,65 M2,2+0,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1069000
14264937,17 Kasım 2023,Satılık,65 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1057000
14264936,17 Kasım 2023,Satılık,75 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,85 M2,5-10,3,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1100000
14264935,17 Kasım 2023,Satılık,80 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,90 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1500000
14264934,17 Kasım 2023,Satılık,65 M2,2+0,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1090000
14264931,17 Kasım 2023,Satılık,65 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1429000
14264923,17 Kasım 2023,Satılık,65 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,75 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,1270000
14264923,17 Kasım 2023,Satılık,65 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,75 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,1270000
14264917,17 Kasım 2023,Satılık,60 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,1089000
14264916,17 Kasım 2023,Satılık,120 M2,3+1,3.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,145 M2,4,4,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2850000
14264912,17 Kasım 2023,Satılık,60 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1089000
14264909,17 Kasım 2023,Satılık,50 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,17 Kasım 2023,Konut,Daire,,,70 M2,2,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1590000
